Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 14/09/2020 10:30;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Externa - Interna;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 13/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar
BNB-12082002/BA;12655;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0463A200000101016, 0463A200000101005, 0463A200000101015, 0463A200000101004, 0463A200000101007, 0463A200000101017, 0463A200000101006, 0463A200000101009, 0463A200000101008, 0463A200000101010, 0463A200000101012, 0463A200000101001, 0463A200000101011, 0463A200000101014, 0463A200000101003, 0463A200000101013, 0463A200000101002;12/08/2002;25/05/2020;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 10: Pré-fixado, Tranche Efetiva 11: Pré-fixado, Tranche Efetiva 12: Pré-fixado, Tranche Efetiva 13: Pré-fixado, Tranche Efetiva 14: Pré-fixado, Tranche Efetiva 15: Pré-fixado, Tranche Efetiva 16: Pré-fixado, Tranche Efetiva 17: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Efetiva 5: Pré-fixado, Tranche Efetiva 6: Pré-fixado, Tranche Efetiva 7: Pré-fixado, Tranche Efetiva 8: Pré-fixado, Tranche Efetiva 9: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 10: 4,58%, Tranche Efetiva 11: 4,58%, Tranche Efetiva 12: 4,58%, Tranche Efetiva 13: 4,58%, Tranche Efetiva 14: 4,58%, Tranche Efetiva 15: 4,58%, Tranche Efetiva 16: 4,58%, Tranche Efetiva 17: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Efetiva 5: 4,58%, Tranche Efetiva 6: 4,58%, Tranche Efetiva 7: 4,58%, Tranche Efetiva 8: 4,58%, Tranche Efetiva 9: 4,58%, Tranche Prevista 1: 4,58%;R$;30.088.307,73;0;0;Não
BNB-15042004/RN;12646;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000055/2003-26;0353A400000201001;16/03/2004;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 2,25%;R$;61.772.130,00;0;46.715.460,78;Não
BNB-20102005-CE;12643;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;17944.001534/2005-19;0163A500000201001;20/10/2005;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;85.457.059,71;0;81.076.336,29;Não
BNB-22122004/BA;12649;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000059/2003-12;0463A400000101001;22/12/2004;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;26.973.974,69;0;20.149.511,02;Não
BNB-25082005/CE;12642;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000067/2004-31;0163A500000101001;25/08/2005;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;52.973.098,52;0;46.091.527,09;Não
BNB-26052006/MG;12645;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19405.000001/2005-42;0343A600000101001;02/06/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;59.966.559,43;0;59.702.365,32;Não
BNB-30062006/PI;12652;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000004/2005-66;0563A600000101001;30/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;31.735.179,27;0;33.427.985,82;Não
BNDES - 2002510;12613;CESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BNDES;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;A definir;17944.000146/2002-78;2253801016;04/09/2002;31/12/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,91%, Tranche Prevista 1: 1,91%;R$;1.660.714.776,39;0;0;Não
BNDES - 2009517;12482;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001555/2009-68;9214901010;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;414.008.000,00;0;107.571.445,63;Não
BNDES - 2009519;12483;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001467/2009-66;9213791017;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;259.200.000,00;0;67.347.777,59;Não
BNDES - 2009520;12484;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001578/2009-72;9214931017;22/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;205.260.000,00;0;53.265.506,26;Não
BNDES - 2009523;12485;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001492/2009-40;9215321018;28/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;249.606.000,00;0;62.449.523,36;Não
BNDES - 2009526;12486;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.;17944.001568/2009-37;9213801012;28/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;167.424.000,00;0;0;Não
BNDES - 2010528;12487;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001526/2009-04;9214171012;24/03/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;249.318.000,00;0;72.877.661,52;Não
BNDES - 2010545;12491;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000478/2010-62;10204281013;26/06/2010;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;433.092.000,00;0;142.548.062,29;Não
BNDES - 2010550;12492;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000125/2010-62;10203041108;11/06/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;440.214.000,00;0;138.411.642,48;Não
BNDES - 2010554;12493;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000477/2010-18;10203051014;29/06/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;267.270.000,00;0;83.912.225,92;Não
BNDES - 2010556;12494;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000368/2010-09;10200791017;20/05/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;90.000.000,00;0;0;Não
BNDES - 2010558;12495;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000750/2010-12;10204591012;01/07/2010;28/05/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;60.000.000,00;0;18.837.630,69;Não
BNDES - 2010560;12496;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000849/2010-14;10205171017;30/11/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;366.720.000,00;0;0;Não
BNDES - 2010562;12497;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000158/2010-11;9214181018;30/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;76.788.000,00;0;24.490.671,84;Não
BNDES - 2010565;12498;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000833/2010-01;10206231013;01/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;563.772.000,00;0;183.105.667,78;Não
BNDES - 2010569;12499;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000568/2010-53;10204111010;16/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;79.920.000,00;0;26.583.095,98;Não
BNDES - 2010578;12529;CAIXA;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Desembolsando e Amortizando;Programa de Aceleração do Crescimento (PAC) e Programa Minha Casa Minha Vida (PMCMV);17944.000799/2010-67;10201901800, 10201901525, 10201901029, 10201901100, 10201901045, 10201901037, 10201901533;14/04/2010;13/10/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%, Tranche Efetiva 4: 100% TJLP + 1,1%, Tranche Efetiva 5: 100% TJLP + 1,1%, Tranche Efetiva 6: 100% TJLP + 1,1%, Tranche Efetiva 7: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;5.916.460.013,00;378.826.892,95;2.355.485.795,08;Não
BNDES - 2010589;12532;CAIXA;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Desembolsando e Amortizando;Prover linha de crédito própria do mutuário, destinada à concessão de financiamento a Entes da Federação com garantia fidejussória da União.;10951.001658/2010-23;10218951121, 10218951130, 10218951113, 10218951016;30/11/2010;13/10/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 0%, Tranche Efetiva 2: 100% TJLP + 0%, Tranche Efetiva 3: 100% TJLP + 0%, Tranche Efetiva 4: 100% TJLP + 0%, Tranche Prevista 1: 100% TJLP + 0%;R$;4.000.000.000,00;515.725.806,45;2.447.280.480,14;Não
BNDES - 2010599;12500;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Construção e Reforma do Estádio Otávio Mangabeira (Fonte Nova). Lei nº 11.909, de 04/05/2010;17944.001222/2010-72;10216821018;29/12/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,9%, Tranche Prevista 1: 100% TJLP + 1,9%;R$;323.629.000,00;0;151.826.079,62;Não
BNDES - 2010666;12503;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000807/2010-75;10206241019;13/09/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;287.334.000,00;0;104.003.466,06;Não
BNDES - 2011655;12501;FINEP;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Concluído;Projetos de inovação de natureza tecnológica conforme estabelecido na Res CMN 3.759, de 09/07/2009, Res CMN 3.955, de 09/03/2011, e MP 526, de 04/03/2011.;01200.000961/2011-91;11202911026;07/04/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1%;R$;1.000.000.000,00;459.144.861,94;0;Não
BNDES - 2011656;12502;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000144/2011-70;10220491019;09/06/2011;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;139.512.000,00;0;61.925.917,74;Não
BNDES - 2011684;12504;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa BNDES de Arenas para a Copa do Mundo de 2014 - BNDES ProCopa Arenas;17944.001256/2010-67;10217631018;29/07/2011;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,9%, Tranche Prevista 1: 100% TJLP + 1,9%;R$;400.000.000,00;0;207.819.725,07;Não
BNDES - 2011699;12505;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 2.827, de 30/03/2001;17944.001429/2011-28;11211191014;24/11/2011;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2%, Tranche Efetiva 2: 100% TJLP + 2%, Tranche Prevista 1: 100% TJLP + 2%;R$;94.192.000,00;0;35.691.030,95;Não
BNDES - 2011712;12533;FINEP;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Concluído;Financiamento de projetos de inovação tecnológica e de desenvolvimento da capacidade de empresas para empreender em inovação tecnológica;17944.001950/2011-65;11211721056, 11211721064, 11211721072, 11211721080;06/12/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1%;R$;2.000.000.000,00;1.192.823.918,88;0;Não
BNDES - 2011723;12506;Rondônia;Estados;RO;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000406/2010-15;11206661016;01/11/2011;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;168.936.000,00;0;15.400.756,42;Não
BNDES - 2012725;12534;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Apoio à Retomada do Desenvolvimento Econômico e Social - PROREDES-RS. Lei nº 13.699, de 05/04/2011;17944.002079/2011-17;12200851059, 12200851016, 12200851040, 12200851032, 12200851024;25/04/2012;13/10/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%, Tranche Efetiva 4: 100% TJLP + 1,1%, Tranche Efetiva 5: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;1.085.704.200,00;29.494.750,37;540.314.721,06;Não
