Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
BNB-30062006/PI;12652;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000004/2005-66;0563A600000101001;30/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;31.735.179,27;0;22.652.219,56;Não;Não;Não
BNDES - 2002510;12613;CESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BNDES;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Concluído;A definir;17944.000146/2002-78;2253801016;04/09/2002;31/12/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado;Tranche Prevista 1: 1,91%, Tranche Efetiva 1: 1,91%;;R$;1.660.714.776,39;0;0;Não;Não;Não
BNDES - 2009517;12482;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001555/2009-68;9214901010;21/12/2009;31/12/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;414.008.000,00;0;107.690.733,49;Não;Não;Não
BNDES - 2009519;12483;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001467/2009-66;9213791017;21/12/2009;31/12/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;259.200.000,00;0;67.422.460,73;Não;Não;Não
BNDES - 2009520;12484;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001578/2009-72;9214931017;22/12/2009;31/03/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;205.260.000,00;0;53.384.048,78;Não;Não;Não
BNDES - 2009523;12485;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001492/2009-40;9215321018;28/12/2009;31/03/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;249.606.000,00;0;63.114.349,93;Não;Não;Não
BNDES - 2009526;12486;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.;17944.001568/2009-37;9213801012;28/12/2009;31/03/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;167.424.000,00;0;0;Não;Não;Não
BNDES - 2010528;12487;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.001526/2009-04;9214171012;24/03/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;249.318.000,00;0;73.026.802,45;Não;Não;Não
BNDES - 2010545;12491;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000478/2010-62;10204281013;26/06/2010;31/03/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;433.092.000,00;0;145.260.896,76;Não;Não;Não
BNDES - 2010550;12492;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000125/2010-62;10203041108;11/06/2010;31/07/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;440.214.000,00;0;138.895.050,49;Não;Não;Não
BNDES - 2010554;12493;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000477/2010-18;10203051014;29/06/2010;31/07/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;267.270.000,00;0;84.916.656,99;Não;Sim;Não
BNDES - 2010556;12494;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000368/2010-09;10200791017;20/05/2010;31/07/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;90.000.000,00;0;0;Não;Não;Não
BNDES - 2010558;12495;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000750/2010-12;10204591012;01/07/2010;28/05/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;60.000.000,00;0;19.057.797,72;Não;Não;Não
BNDES - 2010560;12496;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000849/2010-14;10205171017;30/11/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;366.720.000,00;0;0;Não;Não;Não
BNDES - 2010562;12497;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000158/2010-11;9214181018;30/07/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;76.788.000,00;0;24.582.085,93;Não;Não;Não
BNDES - 2010565;12498;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000833/2010-01;10206231013;01/07/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;563.772.000,00;0;183.614.508,54;Não;Não;Não
BNDES - 2010569;12499;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000568/2010-53;10204111010;16/07/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;79.920.000,00;0;26.881.214,03;Não;Não;Não
BNDES - 2010578;12529;CAIXA;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Garantia Interna TJLP;Desembolsando e Amortizando;Programa de Aceleração do Crescimento (PAC) e Programa Minha Casa Minha Vida (PMCMV);17944.000799/2010-67;10201901800, 10201901525, 10201901029, 10201901100, 10201901045, 10201901037, 10201901533;14/04/2010;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%, Tranche Efetiva 5: 100% TJLP + 1,1%, Tranche Efetiva 6: 100% TJLP + 1,1%, Tranche Efetiva 7: 100% TJLP + 1,1%;;R$;5.916.460.013,00;245.258.796,17;1.431.313.072,89;Não;Não;Não
BNDES - 2010589;12532;CAIXA;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Garantia Interna TJLP;Desembolsando e Amortizando;Prover linha de crédito própria do mutuário, destinada à concessão de financiamento a Entes da Federação com garantia fidejussória da União.;10951.001658/2010-23;10218951121, 10218951130, 10218951113, 10218951016;30/11/2010;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado;Tranche Prevista 1: 100% TJLP + 0%, Tranche Efetiva 1: 100% TJLP + 0%, Tranche Efetiva 2: 100% TJLP + 0%, Tranche Efetiva 3: 100% TJLP + 0%, Tranche Efetiva 4: 100% TJLP + 0%;;R$;4.000.000.000,00;515.725.806,45;2.150.545.095,92;Não;Não;Não
BNDES - 2010599;12500;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Construção e Reforma do Estádio Otávio Mangabeira (Fonte Nova). Lei nº 11.909, de 04/05/2010;17944.001222/2010-72;10216821018;29/12/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,9%, Tranche Efetiva 1: 100% TJLP + 1,9%;;R$;323.629.000,00;0;126.206.258,91;Não;Não;Não
BNDES - 2010666;12503;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000807/2010-75;10206241019;13/09/2010;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;287.334.000,00;0;105.982.757,70;Não;Não;Não
BNDES - 2011655;12501;FINEP;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Garantia Interna;Concluído;Projetos de inovação de natureza tecnológica conforme estabelecido na Res CMN 3.759, de 09/07/2009, Res CMN 3.955, de 09/03/2011, e MP 526, de 04/03/2011.;01200.000961/2011-91;11202911026;07/04/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1%;;R$;1.000.000.000,00;0;0;Não;Não;Não
BNDES - 2011656;12502;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000144/2011-70;10220491019;09/06/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;139.512.000,00;0;62.304.895,97;Não;Não;Não
BNDES - 2011684;12504;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programa BNDES de Arenas para a Copa do Mundo de 2014 - BNDES ProCopa Arenas;17944.001256/2010-67;10217631018;29/07/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,9%, Tranche Efetiva 1: 100% TJLP + 1,9%;;R$;400.000.000,00;0;179.761.948,37;Não;Sim;Não
BNDES - 2011699;12505;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 2.827, de 30/03/2001;17944.001429/2011-28;11211191014;24/11/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2%, Tranche Efetiva 2: 100% TJLP + 2%;;R$;94.192.000,00;0;36.019.375,26;Não;Não;Não
BNDES - 2011712;12533;FINEP;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Garantia Interna;Concluído;Financiamento de projetos de inovação tecnológica e de desenvolvimento da capacidade de empresas para empreender em inovação tecnológica;17944.001950/2011-65;11211721056, 11211721064, 11211721072, 11211721080;06/12/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1%;;R$;2.000.000.000,00;0;0;Não;Não;Não
BNDES - 2011723;12506;Rondônia;Estados;RO;Norte;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Programas de Desenvolvimento Integrado Constantes do PPA. Descontingenciamento de Crédito - Resolução CMN nº 3.794, de 07/10/2009;17944.000406/2010-15;11206661016;01/11/2011;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;168.936.000,00;0;0;Não;Não;Não
BNDES - 2012725;12534;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Programa de Apoio à Retomada do Desenvolvimento Econômico e Social - PROREDES-RS. Lei nº 13.699, de 05/04/2011;17944.002079/2011-17;12200851059, 12200851016, 12200851040, 12200851032, 12200851024;25/04/2012;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%, Tranche Efetiva 4: 100% TJLP + 1,1%, Tranche Efetiva 5: 100% TJLP + 1,1%;;R$;1.085.704.200,00;10.312.397,66;450.563.884,77;Não;Sim;Não
BNDES - 2012756;12507;Goiás;Estados;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Construção e Manutenção de Rodovias Pavimentadas e não Pavimentadas e Adequação de Aeródromos. Lei nº 17.666, de 18/06/2012;17944.001105/2012-71;12210411019;11/10/2012;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 0,8%, Tranche Efetiva 1: 100% TJLP + 0,8%;;R$;1.500.000.000,00;42.312.820,05;1.369.594.497,92;Não;Sim;Sim
BNDES - 2012763;12508;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Programa Paraíba Sustentável. Lei nº 07/12/2011;17944.001129/2012-20;12207151010;09/11/2012;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;500.000.000,00;2.509.747,51;104.488.728,29;Não;Não;Não
BNDES - 2012765;12535;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programa Caminhos do Desenvolvimento. Leis nº 15.830, de 30/05/2012, e nº 15.882, de 10/08/2012;17944.001132/2012-43;12208311010, 12208311029;21/11/2012;04/05/2021;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%;;R$;611.000.000,00;0;492.065.286,26;Não;Não;Não
BNDES - 2012774;12509;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;PROINVESTE - Programa de Apoio ao Investimento dos Estados e do Distrito Federal. Leis nº 2.566, de 13/07/2012, e nº 2.600, de 12/09/2012;17944.001407/2012-49;12213181014;17/12/2012;31/12/2017;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;383.202.882,73;0;338.245.689,74;Não;Não;Não
BNDES - 2012780;12536;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Programa Estadual de Desenvolvimento Sustentável - PROEDES. Lei nº 9.874, de 13/07/2012;17944.001350/2012-88;12211551019, 12211551027;07/12/2012;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 0,8%, Tranche Efetiva 1: 100% TJLP + 0,8%, Tranche Efetiva 2: 100% TJLP + 0,8%;;R$;3.000.000.000,00;192.852.885,47;2.653.887.152,96;Não;Não;Não
BNDES - 2012788;12510;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;PROINVESTE - Programa de Apoio ao Investimento dos Estados e do Distrito Federal. Lei nº 20.385, de 20/09/2012;17944.001346/2012-10;12210751014;11/12/2012;04/05/2021;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%;;R$;1.326.389.531,69;0;1.140.738.567,72;Não;Sim;Não
BNDES - 2012792;12511;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Programa de Desenvolvimento Integrado II - PDI II. Lei nº 20.249, de 13/06/2012;17944.001163/2012-02;12209521019;11/12/2012;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 1,1%, Tranche Efetiva 1: 100% TJLP + 1,1%;;R$;469.773.000,00;192.579.627,97;56.031.788,71;Não;Sim;Não
