Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 19/11/2019 14:44
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 18/11/2019

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
BIRD8966-BR;12872;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Empréstimo de Política de Desenvolvimento com Sustentabilidade Fiscal e Ambiental no Estado de Mato Grosso. Liquidação de dívida do Estado com o Bank of America";17944.101229/2019-21;TA842806;06/09/2019;31/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 7 + 0%, Tranche Prevista 1: 100% VSL 7 + 0%;USD;250.000.000,00;1.116.966,00;245.678.565,38;
BNB-02012006/BA;12650;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0463A600000101001;02/01/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;32.565.233,35;0,00;25.120.015,92725964;
BNB-02092003/AL;12644;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur I";99999.999999/9999-99;0313A300000301004;02/09/2003;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;138.403,92;0,00;1.312,077541636601;
BNB-04072002/BA;12654;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur I";99999.999999/9999-99;0463A200000101018, 0463A200000101019, 0463A200000101021, 0463A200000101020;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Prevista 1: 4,58%;R$;1.375.368,83;0,00;14.563,7796438801434;
BNB-04072002/CE;12641;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur I";99999.999999/9999-99;0163A200000101001;04/07/2002;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;14.112.675,58;0,00;143.796,7145961428;
BNB-04072002/PE;12647;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur I";99999.999999/9999-99;0443A200000101001;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;12.736.333,32;0,00;137.171,7974204438;
BNB-05042006/PE;12648;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0443A600000101001;05/04/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;162.113.687,80;0,00;142.153.807,2677249;
BNB-11062003/AL;12653;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur I";99999.999999/9999-99;0313A300000301002, 0313A300000301001, 0313A300000301003;11/06/2003;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Prevista 1: 4,58%;R$;14.442.120,49;0,00;139.994,183598487504;
BNB-12062006/BA;12651;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0463A600000401001;12/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;33.683.771,59;0,00;26.127.575,36714751;
BNB-12082002/BA;12655;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Prodetur I";99999.999999/9999-99;0463A200000101016, 0463A200000101005, 0463A200000101015, 0463A200000101004, 0463A200000101007, 0463A200000101017, 0463A200000101006, 0463A200000101009, 0463A200000101008, 0463A200000101010, 0463A200000101012, 0463A200000101001, 0463A200000101011, 0463A200000101014, 0463A200000101003, 0463A200000101013, 0463A200000101002;12/08/2002;25/11/2019;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 10: Pré-fixado, Tranche Efetiva 11: Pré-fixado, Tranche Efetiva 12: Pré-fixado, Tranche Efetiva 13: Pré-fixado, Tranche Efetiva 14: Pré-fixado, Tranche Efetiva 15: Pré-fixado, Tranche Efetiva 16: Pré-fixado, Tranche Efetiva 17: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Efetiva 5: Pré-fixado, Tranche Efetiva 6: Pré-fixado, Tranche Efetiva 7: Pré-fixado, Tranche Efetiva 8: Pré-fixado, Tranche Efetiva 9: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 10: 4,58%, Tranche Efetiva 11: 4,58%, Tranche Efetiva 12: 4,58%, Tranche Efetiva 13: 4,58%, Tranche Efetiva 14: 4,58%, Tranche Efetiva 15: 4,58%, Tranche Efetiva 16: 4,58%, Tranche Efetiva 17: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Efetiva 5: 4,58%, Tranche Efetiva 6: 4,58%, Tranche Efetiva 7: 4,58%, Tranche Efetiva 8: 4,58%, Tranche Efetiva 9: 4,58%, Tranche Prevista 1: 4,58%;R$;30.088.307,73;25.405.913,41;246.711,5760266939875;
BNB-15042004/RN;12646;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0353A400000201001;16/03/2004;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;61.772.130,00;0,00;39.848.999,04300995;
BNB-20102005-CE;12643;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0163A500000201001;20/10/2005;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;85.457.059,71;0,00;68.732.092,37744515;
BNB-22122004/BA;12649;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0463A400000101001;22/12/2004;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;26.973.974,69;0,00;17.197.884,33344512;
BNB-25082005/CE;12642;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";99999.999999/9999-99;0163A500000101001;25/08/2005;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;52.973.098,52;0,00;39.074.304,90370991;
BNB-26052006/MG;12645;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";19405.000001/2005-42;0343A600000101001;02/06/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;59.966.559,43;0,00;50.954.649,34973489;
BNB-30062006/PI;12652;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Prodetur II";19407.000004/2005-66;1943A600000101001;30/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;31.735.179,27;0,00;28.536.291,69527457;
BNDES - 2002510;12613;CESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BNDES;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;"A definir";17944.000146/2002-78;2253801016;04/09/2002;31/12/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,91%, Tranche Prevista 1: 1,91%;R$;1.660.714.776,39;0,00;0,00;
BNDES - 2009517;12482;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001555/2009-68;9214901010;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;414.008.000,00;0,00;107.571.445,60;
BNDES - 2009519;12483;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001467/2009-66;9213791017;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;259.200.000,00;0,00;67.347.777,59;
BNDES - 2009520;12484;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001578/2009-72;9214931017;22/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;205.260.000,00;0,00;53.265.506,26;
BNDES - 2009523;12485;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001492/2009-40;9215321018;28/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;249.606.000,00;0,00;62.449.523,36;
BNDES - 2009526;12486;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001568/2009-37;9213801012;28/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;167.424.000,00;0,00;3.625.139,63;
BNDES - 2010528;12487;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.";17944.001526/2009-04;9214171012;24/03/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;249.318.000,00;0,00;72.877.661,52;
BNDES - 2010545;12491;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000478/2010-62;10204281013;26/06/2010;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;433.092.000,00;0,00;142.548.062,30;
BNDES - 2010550;12492;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000125/2010-62;10203041108;11/06/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;440.214.000,00;0,00;138.411.642,50;
BNDES - 2010554;12493;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000477/2010-18;10203051014;29/06/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;267.270.000,00;0,00;83.912.225,92;
BNDES - 2010556;12494;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000368/2010-09;10200791017;20/05/2010;31/07/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;90.000.000,00;0,00;6.820.521,45;
BNDES - 2010558;12495;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000750/2010-12;10204591012;01/07/2010;28/05/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;60.000.000,00;0,00;18.837.630,69;
BNDES - 2010560;12496;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000849/2010-14;10205171017;30/11/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;366.720.000,00;0,00;34.778.439,20;
BNDES - 2010562;12497;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000158/2010-11;9214181018;30/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;76.788.000,00;0,00;24.490.671,84;
BNDES - 2010565;12498;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000833/2010-01;10206231013;01/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;563.772.000,00;0,00;183.105.667,80;
BNDES - 2010569;12499;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do beneficiário.";17944.000568/2010-53;10204111010;16/07/2010;31/12/2017;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;79.920.000,00;0,00;26.583.095,98;
BNDES - 2010578;12529;CAIXA;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Desembolsando e Amortizando;"Programa de Aceleração do Crescimento (PAC) e Programa Minha Casa Minha Vida (PMCMV)";17944.000799/2010-67;10201901800, 10201901525, 10201901029, 10201901100, 10201901045, 10201901037, 10201901533;14/04/2010;28/11/2019;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Efetiva 3: 100% TJLP + 1,1%, Tranche Efetiva 4: 100% TJLP + 1,1%, Tranche Efetiva 5: 100% TJLP + 1,1%, Tranche Efetiva 6: 100% TJLP + 1,1%, Tranche Efetiva 7: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;5.916.460.013,00;378.826.892,95;2.709.324.502,31;
BNDES - 2010589;12532;CAIXA;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Interna;BNDES;Bancos Federais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Desembolsando e Amortizando;"Prover linha de crédito própria do mutuário, destinada à concessão de financiamento a Entes da Federação com garantia fidejussória da União.";10951.001658/2010-23;10218951121, 10218951130, 10218951113, 10218951016;30/11/2010;28/11/2019;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 0%, Tranche Efetiva 2: 100% TJLP + 0%, Tranche Efetiva 3: 100% TJLP + 0%, Tranche Efetiva 4: 100% TJLP + 0%, Tranche Prevista 1: 100% TJLP + 0%;R$;4.000.000.000,00;515.725.806,45;2.581.582.457,62;
